language,structure,case,n,implementation,run,time_sec
python,hash_table,5. Get missing keys,100000,dict,1,0.034742868
python,hash_table,5. Get missing keys,100000,dict,2,0.032019038
python,hash_table,5. Get missing keys,100000,dict,3,0.035037015
python,hash_table,5. Get missing keys,100000,dict,4,0.032010020
python,hash_table,5. Get missing keys,100000,dict,5,0.022122835
python,hash_table,5. Get missing keys,200000,HashTable,1,0.426900119
python,hash_table,5. Get missing keys,200000,HashTable,2,0.401253402
python,hash_table,5. Get missing keys,200000,HashTable,3,0.414084198
python,hash_table,5. Get missing keys,200000,HashTable,4,0.382453257
python,hash_table,5. Get missing keys,200000,HashTable,5,0.409047092
python,hash_table,5. Get missing keys,200000,dict,1,0.097444656
python,hash_table,5. Get missing keys,200000,dict,2,0.092139570
python,hash_table,5. Get missing keys,200000,dict,3,0.074994203
python,hash_table,5. Get missing keys,200000,dict,4,0.099285230
python,hash_table,5. Get missing keys,200000,dict,5,0.084082154
python,hash_table,5. Get missing keys,500000,HashTable,1,1.225409530
python,hash_table,5. Get missing keys,500000,HashTable,2,1.222539429
python,hash_table,5. Get missing keys,500000,HashTable,3,1.252715559
python,hash_table,5. Get missing keys,500000,HashTable,4,1.197050858
