language,structure,case,n,implementation,run,time_sec
cpp,hash_table,3. Get existing sequential,2000000,HashTable,2,0.243681939
cpp,hash_table,3. Get existing sequential,2000000,HashTable,3,0.233263933
cpp,hash_table,3. Get existing sequential,2000000,HashTable,4,0.237846498
cpp,hash_table,3. Get existing sequential,2000000,HashTable,5,0.233742116
cpp,hash_table,3. Get existing sequential,2000000,unordered_flat_map,1,0.495456776
cpp,hash_table,3. Get existing sequential,2000000,unordered_flat_map,2,0.489014213
cpp,hash_table,3. Get existing sequential,2000000,unordered_flat_map,3,0.491300062
cpp,hash_table,3. Get existing sequential,2000000,unordered_flat_map,4,0.489520652
cpp,hash_table,3. Get existing sequential,2000000,unordered_flat_map,5,0.489672852
cpp,hash_table,3. Get existing sequential,5000000,HashTable,1,0.581560521
cpp,hash_table,3. Get existing sequential,5000000,HashTable,2,0.579592972
cpp,hash_table,3. Get existing sequential,5000000,HashTable,3,0.578254241
cpp,hash_table,3. Get existing sequential,5000000,HashTable,4,0.579383763
cpp,hash_table,3. Get existing sequential,5000000,HashTable,5,0.578207341
cpp,hash_table,3. Get existing sequential,5000000,unordered_flat_map,1,1.298336171
cpp,hash_table,3. Get existing sequential,5000000,unordered_flat_map,2,1.310157037
cpp,hash_table,3. Get existing sequential,5000000,unordered_flat_map,3,1.291808800
cpp,hash_table,3. Get existing sequential,5000000,unordered_flat_map,4,0.989156598
cpp,hash_table,3. Get existing sequential,5000000,unordered_flat_map,5,0.936902722
cpp,hash_table,3. Get existing sequential,10000000,HashTable,1,1.172394279
cpp,hash_table,3. Get existing sequential,10000000,HashTable,2,1.156314479
cpp,hash_table,3. Get existing sequential,10000000,HashTable,3,1.160884221
cpp,hash_table,3. Get existing sequential,10000000,HashTable,4,1.186024378
cpp,hash_table,3. Get existing sequential,10000000,HashTable,5,1.164039670
cpp,hash_table,3. Get existing sequential,10000000,unordered_flat_map,1,2.153222639
cpp,hash_table,3. Get existing sequential,10000000,unordered_flat_map,2,2.113915518
cpp,hash_table,3. Get existing sequential,10000000,unordered_flat_map,3,2.110437498
cpp,hash_table,3. Get existing sequential,10000000,unordered_flat_map,4,2.120192025
cpp,hash_table,3. Get existing sequential,10000000,unordered_flat_map,5,2.110636796
cpp,hash_table,3. Get existing sequential,15000000,HashTable,1,1.816574223
cpp,hash_table,3. Get existing sequential,15000000,HashTable,2,1.756880333
cpp,hash_table,3. Get existing sequential,15000000,HashTable,3,1.781826373
cpp,hash_table,3. Get existing sequential,15000000,HashTable,4,1.753056962
cpp,hash_table,3. Get existing sequential,15000000,HashTable,5,1.774319556
cpp,hash_table,3. Get existing sequential,15000000,unordered_flat_map,1,3.996147701
cpp,hash_table,3. Get existing sequential,15000000,unordered_flat_map,2,3.873267062
cpp,hash_table,3. Get existing sequential,15000000,unordered_flat_map,3,3.302524337
cpp,hash_table,3. Get existing sequential,15000000,unordered_flat_map,4,3.306908493
cpp,hash_table,3. Get existing sequential,15000000,unordered_flat_map,5,3.402196039
cpp,hash_table,4. Get existing random order,10000,HashTable,1,0.002673636
cpp,hash_table,4. Get existing random order,10000,HashTable,2,0.002335234
cpp,hash_table,4. Get existing random order,10000,HashTable,3,0.002358658
cpp,hash_table,4. Get existing random order,10000,HashTable,4,0.002269953
cpp,hash_table,4. Get existing random order,10000,HashTable,5,0.002184053
cpp,hash_table,4. Get existing random order,10000,unordered_flat_map,1,0.001717311
cpp,hash_table,4. Get existing random order,10000,unordered_flat_map,2,0.001668646
cpp,hash_table,4. Get existing random order,10000,unordered_flat_map,3,0.001141594
cpp,hash_table,4. Get existing random order,10000,unordered_flat_map,4,0.001083795
cpp,hash_table,4. Get existing random order,10000,unordered_flat_map,5,0.001090298
cpp,hash_table,4. Get existing random order,50000,HashTable,1,0.007154193
cpp,hash_table,4. Get existing random order,50000,HashTable,2,0.006907226
cpp,hash_table,4. Get existing random order,50000,HashTable,3,0.007113774
cpp,hash_table,4. Get existing random order,50000,HashTable,4,0.006850396
cpp,hash_table,4. Get existing random order,50000,HashTable,5,0.006952818
cpp,hash_table,4. Get existing random order,50000,unordered_flat_map,1,0.004717454
cpp,hash_table,4. Get existing random order,50000,unordered_flat_map,2,0.005016483
cpp,hash_table,4. Get existing random order,50000,unordered_flat_map,3,0.004740222
cpp,hash_table,4. Get existing random order,50000,unordered_flat_map,4,0.004810604
cpp,hash_table,4. Get existing random order,50000,unordered_flat_map,5,0.004628783
cpp,hash_table,4. Get existing random order,100000,HashTable,1,0.016939868
cpp,hash_table,4. Get existing random order,100000,HashTable,2,0.015200431
cpp,hash_table,4. Get existing random order,100000,HashTable,3,0.014770827
cpp,hash_table,4. Get existing random order,100000,HashTable,4,0.013906009
cpp,hash_table,4. Get existing random order,100000,HashTable,5,0.013909475
cpp,hash_table,4. Get existing random order,100000,unordered_flat_map,1,0.010058144
cpp,hash_table,4. Get existing random order,100000,unordered_flat_map,2,0.009671525
cpp,hash_table,4. Get existing random order,100000,unordered_flat_map,3,0.009469027
cpp,hash_table,4. Get existing random order,100000,unordered_flat_map,4,0.009850765
cpp,hash_table,4. Get existing random order,100000,unordered_flat_map,5,0.009545940
cpp,hash_table,4. Get existing random order,200000,HashTable,1,0.045711043
cpp,hash_table,4. Get existing random order,200000,HashTable,2,0.041578349
cpp,hash_table,4. Get existing random order,200000,HashTable,3,0.046297162
cpp,hash_table,4. Get existing random order,200000,HashTable,4,0.058644910
cpp,hash_table,4. Get existing random order,200000,HashTable,5,0.057082316
cpp,hash_table,4. Get existing random order,200000,unordered_flat_map,1,0.032464435
cpp,hash_table,4. Get existing random order,200000,unordered_flat_map,2,0.025002923
cpp,hash_table,4. Get existing random order,200000,unordered_flat_map,3,0.032412927
cpp,hash_table,4. Get existing random order,200000,unordered_flat_map,4,0.020512281
cpp,hash_table,4. Get existing random order,200000,unordered_flat_map,5,0.020239324
cpp,hash_table,4. Get existing random order,500000,HashTable,1,0.174986295
cpp,hash_table,4. Get existing random order,500000,HashTable,2,0.180910987
cpp,hash_table,4. Get existing random order,500000,HashTable,3,0.181684912
cpp,hash_table,4. Get existing random order,500000,HashTable,4,0.181187919
cpp,hash_table,4. Get existing random order,500000,HashTable,5,0.180493059
cpp,hash_table,4. Get existing random order,500000,unordered_flat_map,1,0.080291573
cpp,hash_table,4. Get existing random order,500000,unordered_flat_map,2,0.078389768
cpp,hash_table,4. Get existing random order,500000,unordered_flat_map,3,0.071037215
cpp,hash_table,4. Get existing random order,500000,unordered_flat_map,4,0.070613266
cpp,hash_table,4. Get existing random order,500000,unordered_flat_map,5,0.072385632
cpp,hash_table,4. Get existing random order,1000000,HashTable,1,0.411767451
cpp,hash_table,4. Get existing random order,1000000,HashTable,2,0.414215223
cpp,hash_table,4. Get existing random order,1000000,HashTable,3,0.416708897
cpp,hash_table,4. Get existing random order,1000000,HashTable,4,0.412995191
cpp,hash_table,4. Get existing random order,1000000,HashTable,5,0.412682471
