language,structure,case,n,implementation,run,time_sec
cpp,binary_heap,4. Heapify random,200000,priority_queue,4,0.009605659
cpp,binary_heap,4. Heapify random,200000,priority_queue,5,0.009602943
cpp,binary_heap,4. Heapify random,500000,BinaryHeap,1,0.016994155
cpp,binary_heap,4. Heapify random,500000,BinaryHeap,2,0.015995572
cpp,binary_heap,4. Heapify random,500000,BinaryHeap,3,0.016231574
cpp,binary_heap,4. Heapify random,500000,BinaryHeap,4,0.016322979
cpp,binary_heap,4. Heapify random,500000,BinaryHeap,5,0.016101407
cpp,binary_heap,4. Heapify random,500000,priority_queue,1,0.024560131
cpp,binary_heap,4. Heapify random,500000,priority_queue,2,0.024313916
cpp,binary_heap,4. Heapify random,500000,priority_queue,3,0.024293504
cpp,binary_heap,4. Heapify random,500000,priority_queue,4,0.024225473
cpp,binary_heap,4. Heapify random,500000,priority_queue,5,0.025007084
cpp,binary_heap,4. Heapify random,1000000,BinaryHeap,1,0.034411463
cpp,binary_heap,4. Heapify random,1000000,BinaryHeap,2,0.033193091
cpp,binary_heap,4. Heapify random,1000000,BinaryHeap,3,0.032748987
cpp,binary_heap,4. Heapify random,1000000,BinaryHeap,4,0.032679641
cpp,binary_heap,4. Heapify random,1000000,BinaryHeap,5,0.033001849
cpp,binary_heap,4. Heapify random,1000000,priority_queue,1,0.049348023
cpp,binary_heap,4. Heapify random,1000000,priority_queue,2,0.049459648
cpp,binary_heap,4. Heapify random,1000000,priority_queue,3,0.049155775
cpp,binary_heap,4. Heapify random,1000000,priority_queue,4,0.051374030
cpp,binary_heap,4. Heapify random,1000000,priority_queue,5,0.052380348
cpp,binary_heap,4. Heapify random,2000000,BinaryHeap,1,0.070781952
cpp,binary_heap,4. Heapify random,2000000,BinaryHeap,2,0.066268498
cpp,binary_heap,4. Heapify random,2000000,BinaryHeap,3,0.066617421
cpp,binary_heap,4. Heapify random,2000000,BinaryHeap,4,0.069975826
cpp,binary_heap,4. Heapify random,2000000,BinaryHeap,5,0.067900704
cpp,binary_heap,4. Heapify random,2000000,priority_queue,1,0.099669120
cpp,binary_heap,4. Heapify random,2000000,priority_queue,2,0.100821411
cpp,binary_heap,4. Heapify random,2000000,priority_queue,3,0.099928115
cpp,binary_heap,4. Heapify random,2000000,priority_queue,4,0.106037401
cpp,binary_heap,4. Heapify random,2000000,priority_queue,5,0.100614880
